kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
ZVZHM1369A,False,36,0.0,5812,,2023-05-14,0,0.0,425.4,0.55,0.8,0,0,6,41740.91,45077.45,35,,,,,,,11,1257964.19,1491347.72,1,29183.4,42421.96,0.69,35912.94,35610.65,41761.41,35688.85,47836.47,34043.48,35232.59,49442.96,40947.93,47425.39,39112.5,40208.34,36993.05,50080.52,50014.67,45843.34,49503.72,45790.66,34716.65,41451.66,38447.86,40928.58,41902.57,40791.46,50242.81,43336.49,35259.23,34244.58,47651.48,46596.81,35888.59,41426.62,38275.17,35924.71,42971.34,39841.64,1.141,1.211,1.205,31925.78,47445.05,618857.59,1279253.76,402016.33,False,0.45,4.3,7,True,7164102.94,Stable,High,4,False
BKUMS8242V,True,32,0.0,5045,,2021-08-18,0,0.0,662.2,0.8,0.46,0,0,3,16334.7,11329.24,43,,,,,,,50,1122486.38,1377979.72,3,15141.66,37874.01,0.4,41320.12,44166.62,37967.82,37624.23,40334.57,32774.97,44132.81,44084.01,44724.26,43793.29,42674.93,30892.15,30703.31,33292.05,33607.85,36701.4,40916.98,43929.39,40162.58,38574.65,43159.61,31611.02,30386.68,34915.05,37433.74,40677.69,34706.13,43277.1,35711.72,37985.93,30614.83,39285.67,42837.86,40477.36,35386.71,37134.62,1.218,1.236,1.229,85698.56,176537.08,909849.92,39117.85,876461.5,True,0.87,22.8,5,False,0.0,Stable,Medium,12,False
AJZQQ7602S,True,2,0.0,5999,,2023-03-22,0,0.0,713.8,0.72,0.84,0,3,4,32965.38,27704.0,11,45517.33,7.0,43830.01,7.0,,,19,1326560.8,1624128.26,2,13915.75,45577.8,0.31,44125.37,42620.1,38936.73,51218.12,41575.35,51951.95,37955.81,50085.95,42899.06,51749.34,44477.6,45635.12,48061.08,41740.04,52649.47,46441.99,46182.01,37401.09,36559.48,38668.33,37554.63,49204.92,45396.41,37694.31,53296.71,38363.75,39316.47,54253.56,50258.29,40157.84,49311.34,45942.66,49626.18,51153.81,43271.41,48391.99,1.277,1.208,1.192,496573.8,72260.32,342301.71,595950.64,491485.07,True,0.76,15.6,1,False,0.0,Promising,Medium,12,False
OWOYF3254P,True,26,17762940.17,5812,"Parikh, Sha and Madan",2024-06-02,3,89083.28,737.2,0.59,0.81,0,0,1,290249.82,45693.09,18,44104.09,38.0,,,,,40,7665485.23,9314346.9,4,128734.78,269504.02,0.48,238118.76,251971.81,234028.22,269958.1,309251.25,246903.42,284178.53,244970.97,231124.07,311415.35,260993.2,260439.91,268678.5,254733.09,236991.04,260664.8,226884.03,294262.09,223359.82,234635.05,217806.07,254807.97,237678.7,305161.45,234580.0,231380.7,243395.77,267959.17,299413.65,303751.7,311596.93,267094.73,250183.52,268996.03,246074.52,230903.96,1.274,1.188,1.187,3458732.77,2273258.66,958900.22,1373118.61,2361637.11,True,0.81,2.9,1,False,0.0,Stable,Medium,12,False
VLOII4722P,True,30,6088058.91,5734,Halder Inc,2023-09-29,7,211874.19,777.5,0.41,0.98,0,3,0,68000.84,36395.99,17,11880.31,34.0,,,,,159,4357627.35,5410356.57,5,80021.85,149907.38,0.53,158953.64,157626.73,121563.95,120255.69,170682.01,139913.73,169752.45,163166.23,150259.97,128542.88,164803.81,172313.2,177150.43,152023.53,172406.41,141483.28,173131.47,120242.24,142751.44,129263.32,129396.23,138754.05,164619.68,154359.76,129493.09,165143.37,164858.04,123885.97,175748.8,138351.46,150018.16,124936.9,147338.64,134975.69,164914.85,177275.5,1.241,1.25,1.234,2312641.57,360520.81,401226.74,1486950.76,1298067.41,True,0.87,17.5,0,False,0.0,Promising,Medium,12,False
BZGAY9626C,True,25,0.0,8011,,2018-03-21,0,0.0,681.4,0.77,0.48,0,1,6,36998.94,7760.48,30,36645.85,7.0,14105.37,13.0,,,119,2031090.32,2474295.11,1,20468.86,70722.03,0.29,62844.67,71343.16,70923.02,80075.86,72669.75,59562.41,83183.69,79294.47,60390.92,81343.28,65825.78,74462.26,57656.54,58534.13,59859.78,66972.17,79547.28,66215.54,68531.54,57092.3,83224.21,57390.22,70078.04,61822.41,64663.53,66734.93,65600.77,77099.38,70683.96,58749.39,72084.9,60987.15,59003.53,72699.06,82071.27,75073.82,1.225,1.254,1.179,267221.11,175681.35,915763.12,591397.86,382097.89,True,0.86,6.7,2,True,255661.42,Unstable,Medium,12,False
USQUE4660B,True,36,0.0,8021,,2017-10-08,0,0.0,758.6,0.54,0.96,0,0,6,27956.29,17761.16,37,21213.08,36.0,34037.79,34.0,,,68,4195896.14,5133787.94,3,42599.23,147802.66,0.29,154549.96,127158.73,124037.85,165674.09,123887.63,130759.7,173816.01,136800.74,119230.59,144795.54,139829.75,122297.19,146205.57,143967.73,140308.96,133480.83,132099.46,173421.85,125118.94,159427.06,146658.79,170764.6,168644.5,150265.45,120194.83,133270.35,150378.25,136605.32,119815.72,143932.58,173623.29,150158.44,152476.46,123595.5,141964.23,134571.47,1.306,1.211,1.163,321051.21,459265.67,1818174.98,7100966.7,1076725.85,True,0.85,4.3,1,False,0.0,Stable,Low,36,True
KZIMD5163O,True,19,0.0,5999,,2024-07-13,0,0.0,517.5,0.44,0.45,0,1,2,17343.92,25923.64,55,,,,,,,174,938998.99,1138710.6,3,16938.82,32092.04,0.53,28690.46,27512.45,31830.11,29622.99,34966.6,38458.77,34554.39,25705.14,33795.11,35659.71,30203.44,35371.75,27420.32,28550.8,33744.01,32431.91,36499.5,27637.67,34985.99,26346.32,27029.16,37265.94,26628.19,37650.82,30711.31,28707.65,31307.03,37897.56,28257.33,31437.83,34674.66,34599.49,25850.72,30868.67,27956.01,33880.79,1.196,1.235,1.208,260010.25,54633.15,367423.76,1681247.02,435826.92,False,0.34,6.7,4,False,0.0,Unstable,High,3,False
ZGPUB2462R,True,20,0.0,5734,,2022-10-22,0,0.0,750.9,0.34,0.98,0,3,6,20362.19,41029.28,33,45184.61,13.0,,,,,177,1725685.92,2062492.55,2,20822.3,54923.52,0.38,64909.01,52904.44,61473.09,56152.74,62783.01,57420.31,52568.73,59640.97,61955.2,62586.33,64377.52,48547.52,47657.85,62577.39,53953.8,54718.91,61759.04,64070.66,60937.9,51044.79,45402.74,54342.18,61425.21,65424.26,52704.28,53404.11,45333.97,62269.02,48510.55,62409.05,65740.04,65145.11,56144.34,53830.79,57810.34,50557.35,1.207,1.186,1.192,986311.23,19780.78,991548.45,314143.39,921146.46,True,0.98,5.6,2,False,0.0,Promising,Low,36,True
HFNAR7128A,True,24,88509247.43,5912,"Koshy, Agate and Mammen",2016-09-26,6,654203.13,663.9,0.58,0.78,1,8,6,203463.52,7406.31,31,32649.94,40.0,,,,,167,3140932.72,3737048.96,2,66794.63,103509.41,0.65,95086.59,109227.28,111890.36,105347.85,101173.04,121095.44,103850.21,102489.87,118077.52,83846.61,100632.54,103476.36,113253.87,96407.74,101361.8,100001.42,104341.88,104390.07,100929.5,121138.9,86011.12,124103.5,85931.23,112533.54,98534.62,84564.97,124170.55,109367.8,99617.63,93767.58,115531.73,85755.89,118460.07,102174.62,100691.92,97813.33,1.151,1.243,1.178,3554532.43,1134834.25,5697313.9,1088399.88,1875371.75,True,0.94,14.6,2,True,6457747.74,Reactive,Medium,12,False
DXOQU1353Q,True,33,98199235.14,5411,Sen-Rout,2018-12-06,11,247284.79,760.9,0.35,0.86,0,1,2,60314.67,43068.28,30,16085.19,59.0,35405.08,25.0,21819.14,15.0,86,13328770.13,15866800.84,6,157291.24,439447.56,0.36,421214.47,446816.31,385593.55,431441.21,446299.14,430331.67,499281.76,486334.16,377588.01,515387.82,450459.89,471800.81,380305.11,526197.35,497875.13,403605.94,512267.07,397127.11,447037.61,394419.02,484986.87,401248.15,521199.09,457771.97,401608.71,358224.18,385683.26,440315.95,418564.91,447829.71,452973.46,429344.41,455282.42,446711.05,395042.1,448631.46,1.19,1.181,1.2,1619709.23,647029.55,463891.44,2986994.03,3977147.43,True,0.99,1.4,0,True,3340637.99,Promising,Low,36,True
SUGLL9460V,True,16,0.0,5045,,2018-07-12,0,0.0,791.7,0.55,0.91,0,1,1,28400.49,49558.44,56,,,,,,,101,5760125.74,6818936.51,1,53921.4,188552.79,0.29,184888.42,175343.34,212832.09,191000.29,162887.55,160697.34,222678.07,163203.0,218768.54,204189.83,189770.9,222970.9,154678.05,175234.2,218886.54,187942.89,200057.33,190423.2,191537.65,202825.32,199191.55,194682.36,204839.07,162686.7,194723.18,217266.44,200672.87,206167.89,223987.31,154089.5,180775.39,152807.45,166194.27,214258.55,162926.33,152852.21,1.196,1.204,1.152,49804.63,183649.99,1918496.38,6240356.19,1630034.15,True,0.92,14.4,0,True,9952581.01,Promising,Low,36,True
LGNNR0409K,True,33,32091686.43,7011,Loyal PLC,2016-12-28,8,384155.81,755.0,0.45,0.95,0,3,6,185672.25,40426.09,10,4452.66,59.0,,,,,82,9485665.03,11341650.02,1,187022.85,309789.86,0.6,286128.6,252829.89,357757.42,357128.14,355534.01,349418.65,313532.86,330121.04,333477.21,317830.7,257890.78,298443.11,255703.87,325833.26,305419.39,342571.84,362675.89,359157.86,364337.36,350588.21,358599.16,298628.31,276066.88,264094.93,279825.7,279430.17,273687.02,343761.6,312710.29,292420.62,340548.11,293985.21,322188.53,322634.75,313455.46,293233.21,1.206,1.158,1.226,1546118.6,836423.29,697416.7,8819446.97,776269.5,True,0.86,18.1,1,True,3814245.38,Promising,Medium,12,False
JYYDM1116M,True,17,0.0,5912,,2022-04-24,0,0.0,455.9,0.62,0.54,0,2,3,32394.38,5479.81,36,23295.63,7.0,35907.14,57.0,19104.42,53.0,109,1086533.76,1266579.92,2,32302.94,35165.63,0.92,31166.38,40891.03,35127.68,37214.98,33535.25,33330.04,41315.41,30247.73,34761.06,35665.18,42092.48,37025.73,30047.02,36953.31,35057.04,35673.93,37752.23,37184.81,35115.99,31111.07,38144.21,32139.75,35080.98,28965.98,39396.57,30751.28,32378.52,28523.26,30174.56,41097.88,32361.69,31147.87,37957.45,42075.73,33091.56,42024.28,1.151,1.17,1.177,313686.76,77592.0,890148.81,1769947.72,317732.97,True,0.68,23.6,4,True,7615298.79,Unstable,High,2,False
FWOWI7247V,True,12,0.0,5999,,2018-08-16,0,0.0,529.9,0.77,0.81,0,1,6,27322.94,45106.81,43,29626.6,23.0,20936.49,21.0,,,8,1302261.23,1573568.8,5,41385.48,43502.14,0.95,35637.48,35016.15,47610.5,41176.39,36534.97,45266.84,41916.52,47413.03,45984.87,36022.02,48993.37,36290.02,50386.46,40795.92,44565.03,40246.81,42906.92,44941.12,43797.99,51742.08,36173.92,47405.62,52095.95,50411.97,40526.18,36887.62,44753.92,41123.54,47830.99,48553.19,46786.19,45445.61,49271.0,50255.98,38110.99,40691.65,1.252,1.185,1.194,144976.97,94886.26,121193.87,1350726.92,384569.55,False,0.58,3.8,6,False,0.0,Unstable,High,3,False
IPWHB4262G,True,24,6803730.76,5734,Thaker-Mukherjee,2019-12-26,4,958157.93,646.7,0.45,0.44,2,3,1,187383.14,47960.37,60,7978.69,13.0,4713.17,55.0,,,84,11707722.82,14217932.92,2,246201.31,408695.12,0.6,380425.07,474676.57,403005.49,468013.66,354857.16,398090.07,349364.08,397098.69,474559.0,407955.91,407841.53,426738.6,460134.3,352694.89,385800.59,393937.41,354773.36,347959.41,459824.17,360175.35,373621.52,383469.58,358395.79,463956.39,389393.58,364298.0,433002.98,346287.8,329461.7,393952.47,389757.68,352552.2,344451.54,428823.55,481124.16,327458.68,1.232,1.255,1.158,322257.05,433699.19,2023934.48,3173388.42,888956.0,True,0.86,2.1,0,True,8450435.87,Reactive,Medium,12,False
ZSASF9503L,True,18,0.0,5045,,2018-10-12,0,0.0,670.8,0.57,0.71,0,0,5,14452.87,13201.21,56,,,,,,,8,1472362.67,1844200.75,1,25461.72,50275.6,0.51,60279.61,44680.62,51748.74,58502.32,50891.08,46396.38,53379.74,49557.73,57106.02,51392.89,50977.11,44948.17,59615.98,45596.6,55890.48,51332.8,45061.35,53603.36,45210.41,55144.75,42571.62,44057.9,57572.98,55395.16,51940.62,55941.13,57062.79,45720.15,55422.58,51686.69,50485.77,42077.31,60086.31,42520.54,44122.62,56220.43,1.244,1.28,1.234,2523.81,211236.15,1038402.79,984939.22,663231.11,True,0.81,22.5,3,False,0.0,Stable,Medium,12,False
LDJKU8257C,True,32,56991001.12,5045,"Thakur, Om and Dhar",2022-11-08,2,291167.03,689.8,0.55,0.78,0,0,4,44523.43,27275.59,26,28291.05,14.0,,,,,31,8090542.13,9867719.13,4,60790.05,270645.95,0.22,262380.29,313451.92,319305.09,309993.07,270658.73,219816.27,288796.49,261773.37,232365.35,293176.43,257478.95,308652.35,273783.18,235984.09,299236.2,255837.24,277728.06,315575.52,248610.48,303131.21,235932.12,251905.65,242923.91,311911.66,318753.32,287548.16,276728.86,284825.26,238928.36,290569.92,312772.61,232866.56,290567.88,230009.17,296277.52,217463.86,1.175,1.268,1.221,1371572.91,1943938.64,6288592.48,5988374.59,4348864.37,True,0.77,16.9,2,False,0.0,Stable,Medium,12,False
HDDSK4772E,True,24,0.0,7011,,2019-11-17,0,0.0,853.0,0.65,0.85,0,2,5,41722.45,20613.98,20,,,,,,,32,3858639.21,4615026.94,4,30020.02,129343.99,0.23,145008.84,104891.19,139003.02,127757.22,109017.18,126724.13,115495.47,147795.58,133539.34,124448.14,104628.26,142145.25,106367.88,149956.13,142448.65,153303.19,112251.1,118463.48,126292.22,115539.59,122335.0,104966.27,127145.67,106967.27,134112.69,131208.69,148861.58,117376.96,137025.51,153447.41,110447.41,134851.25,121402.69,114878.21,149827.16,155097.33,1.178,1.201,1.209,228126.3,232167.92,521094.05,6845052.29,765558.58,True,0.72,15.6,1,False,0.0,Promising,Low,36,True
YAJDP3507T,True,19,0.0,7011,,2018-01-01,0,0.0,451.6,0.64,0.61,5,0,1,30666.37,26106.63,18,25347.01,55.0,16388.02,43.0,,,108,926966.31,1098062.52,1,22235.5,30341.17,0.73,35291.02,31865.99,36015.81,35227.95,30493.01,33349.31,25745.0,35431.41,28056.53,33545.37,35019.52,25856.02,30172.58,33177.46,26195.38,34484.2,25651.76,25123.6,29531.79,29207.85,25091.35,35424.35,35337.51,30814.47,27357.59,30570.62,31277.69,25410.62,26511.08,34612.94,25349.44,24572.12,28859.69,34671.51,29285.23,33474.77,1.193,1.205,1.156,180181.06,27788.01,459000.2,1944570.81,372991.87,False,0.41,5.6,6,True,2602051.09,Reactive,High,5,False
JHPXY3899O,True,15,0.0,8011,,2024-07-11,0,0.0,448.3,0.36,0.45,0,3,2,28249.47,5255.32,44,5599.75,21.0,29316.53,49.0,10613.12,19.0,17,619584.58,761572.42,6,27171.17,21543.05,1.26,20550.12,25252.37,18534.06,24039.66,24459.42,22919.09,22496.75,18166.9,17776.62,24109.23,18768.6,20767.21,21987.74,21835.6,24456.59,24724.51,19396.74,18703.0,18703.29,21804.3,21360.76,21330.35,24437.01,22900.15,21819.53,20690.85,18266.61,23681.49,21919.07,18135.87,17245.57,20731.04,24091.94,18461.05,18609.81,18439.54,1.257,1.237,1.192,34093.82,156420.85,795645.72,1319784.01,529280.93,False,0.58,6.5,5,False,0.0,Unstable,High,6,False
CUGDI8857V,True,30,82515801.64,5999,Kashyap Group,2024-04-09,0,871722.05,671.6,0.65,0.41,0,2,2,52211.74,11862.39,55,4125.96,19.0,45303.23,36.0,5630.16,14.0,131,4618524.33,5572199.09,1,90427.13,148602.05,0.61,145047.85,146460.23,132812.4,155697.04,169427.29,174690.04,162270.02,129011.38,167804.59,136032.72,146837.81,154017.5,151942.6,149721.22,136710.31,129922.02,170754.17,165916.44,146246.86,157977.76,139571.79,174551.77,165647.18,140902.16,164309.44,168819.88,176580.45,121339.56,178294.11,149512.88,174771.69,154429.3,125485.68,159870.91,173575.69,175236.36,1.223,1.256,1.148,193.5,179057.86,1576374.3,3258010.92,5472753.63,True,0.82,23.5,1,True,5292380.89,Unstable,Medium,12,False
AVSDV0142R,True,35,69829791.3,5411,"Gola, Gole and Virk",2018-12-21,9,590473.67,653.3,0.61,0.83,0,2,2,289031.22,42760.32,33,38020.26,52.0,,,,,151,9830308.58,11942892.18,6,217373.4,329671.61,0.66,335395.92,334534.95,271078.07,269713.28,327582.33,317665.64,334738.94,328538.39,362717.73,321410.67,271592.45,384430.29,289190.08,309082.89,362934.77,348191.59,304562.63,361825.2,361535.66,365388.76,390545.89,348600.87,351256.86,357298.2,268006.72,372084.05,366825.32,290365.21,323253.92,300857.66,273799.84,381023.06,269413.39,326482.0,388727.72,372241.24,1.171,1.245,1.229,1028062.12,838013.96,2301079.44,10294272.76,3017326.42,True,0.78,21.0,1,True,444226.24,Unstable,Medium,12,False
EEXJC0184J,False,33,0.0,5912,,2023-09-23,0,0.0,832.3,0.77,0.88,0,3,4,64996.77,21785.31,47,6094.83,12.0,47166.32,42.0,18317.18,22.0,54,5309057.45,6438442.11,6,55598.44,172146.91,0.32,179075.77,156300.68,185206.38,163395.17,193508.04,193996.12,149365.7,204965.18,190313.66,192445.42,147702.51,202677.8,142184.06,205780.79,193698.17,176176.5,194851.33,138122.32,201387.03,159952.36,184432.19,159987.45,187583.26,181616.48,159513.88,203241.83,159681.77,197588.93,180865.57,189373.14,186639.98,192106.63,171688.84,149072.63,164511.47,199433.09,1.194,1.203,1.243,545561.54,521190.86,1962580.63,3525133.88,2464625.65,True,0.85,13.1,2,True,4371996.03,Promising,Low,36,True
UXZEZ1211B,True,30,46465912.79,5999,Bhat Inc,2020-04-12,1,472615.28,796.5,0.6,0.96,1,10,4,41762.84,19193.02,52,,,,,,,86,12275652.44,14581411.89,2,217515.13,402601.89,0.54,324246.99,447203.24,428971.09,378092.59,441528.13,479931.1,335086.07,448121.45,476892.51,456542.55,358648.15,384139.04,473233.18,372698.31,472059.05,349421.22,412231.55,417936.32,335390.06,368573.86,348749.77,344787.1,372453.58,442486.56,380551.51,432123.39,384481.15,416627.39,433389.66,345637.51,336923.45,394694.1,477557.44,420985.44,455782.57,433234.84,1.167,1.169,1.229,3951499.59,2153012.54,1375881.94,12917654.54,5929377.57,True,0.77,18.1,1,True,1146047.33,Promising,Medium,12,False
LBBDA5961D,False,17,0.0,5045,,2016-04-16,0,0.0,761.7,0.68,0.94,0,2,3,20066.03,17706.49,21,14981.12,38.0,34505.89,37.0,,,82,2992837.72,3614831.09,5,32003.08,97638.44,0.33,97713.58,107798.83,88891.08,106262.68,82844.25,95295.5,112554.16,98115.81,114122.25,117137.68,80908.28,109442.99,105144.43,96360.02,115059.25,103838.87,80859.66,89245.62,90576.01,113750.2,96607.8,106012.43,95578.84,84145.02,84143.98,94226.32,114381.14,80846.4,85253.13,112547.05,100621.67,112131.14,111033.29,116287.26,116308.5,98785.98,1.219,1.21,1.195,522817.94,147199.14,287247.62,5522332.48,725238.54,True,0.71,2.6,1,True,1739762.37,Promising,Low,36,True
VZRUA2449O,True,20,0.0,8011,,2019-12-12,0,0.0,666.2,0.41,0.52,0,1,2,30758.73,28789.89,39,8880.06,47.0,22017.61,25.0,46875.22,18.0,15,797202.47,969533.07,6,11414.24,26153.55,0.44,30467.74,27775.0,22604.37,30090.88,21323.0,30083.32,26215.39,23357.52,21316.17,25782.78,30774.14,26573.66,22787.37,30053.8,24666.39,24438.72,31314.78,30042.23,27235.26,24881.6,30187.0,23721.82,24642.93,26468.98,29275.91,30524.23,30145.93,30151.67,28757.33,28526.89,25158.02,23287.86,25713.7,25168.31,24683.1,31335.24,1.184,1.243,1.222,416386.21,103728.19,630262.45,1823602.43,456421.93,True,0.98,13.9,2,False,0.0,Unstable,Medium,12,False
LDWVM3146N,True,0,0.0,5812,,2021-10-02,0,0.0,740.9,0.45,0.45,2,0,0,13922.21,16351.2,54,27352.58,9.0,,,,,167,1752674.66,2212516.47,3,16289.25,62317.17,0.26,50096.58,57370.63,59455.59,51705.55,65648.82,68126.25,56307.31,69814.42,65210.52,68948.35,52859.98,67148.96,73017.77,73406.01,70787.98,70152.78,65145.26,51337.54,52681.24,53636.46,60509.28,66277.7,64253.26,64283.39,65041.65,51741.07,66763.56,60447.8,54883.34,71105.53,50425.58,57266.87,51663.97,60428.4,71872.19,52694.89,1.277,1.264,1.246,550109.17,297565.2,460187.98,2529573.79,856115.94,True,1.0,16.5,3,False,0.0,Reactive,Medium,12,False
VZIIF0092I,True,12,0.0,5812,,2020-05-20,0,0.0,751.5,0.39,0.99,0,1,6,60856.41,5758.05,43,35319.16,42.0,,,,,18,4160084.43,5026762.69,3,49730.75,141534.09,0.35,156616.22,120388.68,122120.44,156203.42,135892.12,124426.73,158295.4,122145.81,148843.69,127981.06,119163.25,135036.54,144757.94,166847.75,166126.44,147038.78,169204.23,150916.87,147226.35,161638.66,121490.76,128934.66,166412.83,141497.34,133007.08,144048.88,135386.92,122614.46,114332.6,145799.12,117463.51,153590.61,122560.73,138258.22,131771.17,128723.41,1.205,1.241,1.177,175254.1,538667.12,256411.88,6625588.24,686872.92,True,0.87,18.5,2,True,2629916.36,Promising,Low,36,True
QQZMB1678Z,True,30,0.0,5999,,2020-04-27,0,0.0,811.7,0.67,0.9,0,1,4,31483.52,6469.4,17,23127.39,44.0,,,,,116,4295082.9,5073692.03,5,30621.09,144740.97,0.21,147714.47,129920.34,149514.42,141237.83,133651.1,148001.2,136064.71,130865.16,137847.21,167600.59,119958.59,134564.43,144604.51,121663.9,119382.04,158473.93,136173.38,118957.42,165383.6,135329.84,138524.66,151798.24,172949.23,125255.18,139759.38,141829.1,147960.5,129362.35,144830.98,136388.19,150637.56,133323.51,127338.18,147433.29,154822.28,154570.77,1.157,1.215,1.173,239685.93,221520.41,306059.18,2704767.88,1472873.3,True,0.94,11.3,2,False,0.0,Promising,Low,36,True
HNGVW5771Y,True,8,0.0,5734,,2022-08-01,0,0.0,742.6,0.5,0.82,0,3,3,17525.07,28356.96,36,41071.24,44.0,43304.28,60.0,4803.44,30.0,68,767356.16,932454.39,1,7671.83,25778.6,0.3,30088.85,26538.59,23471.13,23607.23,23633.64,28709.24,25364.33,27487.55,22336.5,26028.14,26293.51,30396.06,21991.61,28712.67,23718.71,25505.19,24124.19,30548.91,26388.92,27600.2,28466.93,29191.36,23586.44,29915.08,26261.57,20901.04,26844.55,30244.25,25810.12,24344.86,21589.57,25610.83,22639.43,24457.42,25406.23,24639.51,1.213,1.221,1.212,518044.46,182082.48,1321069.49,2073211.29,334125.67,True,0.97,22.5,5,False,0.0,Promising,Medium,12,False
LNTMF5937Z,True,9,0.0,5734,,2016-11-09,0,0.0,670.0,0.77,0.88,0,1,4,15529.86,12818.21,59,31385.68,55.0,29209.41,33.0,34013.12,27.0,17,1376063.77,1650555.2,3,20719.12,45952.6,0.45,53857.89,52815.29,40030.25,39737.8,52265.33,51826.78,41577.06,36996.4,39783.91,48688.13,48243.9,53182.81,44190.44,48494.88,47560.33,37754.32,44343.72,50807.51,39845.87,38085.24,38728.37,39848.25,47750.24,50087.49,42764.29,50281.59,46828.29,48759.95,48944.97,45099.64,44295.09,53775.86,46445.77,45331.1,51336.46,40190.0,1.212,1.196,1.191,478350.49,295188.7,1067364.65,1651916.86,643375.77,True,0.87,19.9,3,True,1202663.45,Unstable,Medium,12,False
DHBFG3305C,True,27,0.0,5912,,2017-07-02,0,0.0,686.6,0.8,0.61,3,2,6,17712.06,28717.06,31,23949.01,42.0,22663.28,38.0,29490.65,42.0,42,1731655.04,2028301.29,2,31205.35,56695.4,0.55,63427.47,49620.71,56701.6,51137.66,53840.95,55217.31,65113.97,45804.34,47321.18,52089.24,60383.03,51822.38,45419.71,53597.46,49156.02,65908.08,50393.34,67277.69,46139.51,64135.46,63856.66,50298.83,56650.83,67556.64,59885.99,53235.97,62047.06,49074.18,45858.19,57839.94,61052.58,56440.29,67551.28,62621.06,53208.81,66615.89,1.176,1.195,1.145,461024.57,241490.65,346688.76,2139108.2,594324.4,True,0.74,7.0,1,True,9825833.9,Reactive,High,6,False
NWKRL2541H,True,15,0.0,5999,,2022-02-24,0,0.0,632.2,0.43,0.66,0,0,4,35745.96,39772.11,34,,,,,,,146,896633.29,1093781.25,1,32590.02,29850.78,1.09,28898.76,29964.12,28684.1,35474.04,30241.4,30100.86,31892.34,33782.55,33675.95,28955.03,27459.35,35799.52,33015.96,29483.1,32426.66,35745.7,24964.45,27104.04,29036.74,31954.09,30092.0,29397.79,28094.15,33466.91,25185.99,29289.06,26945.82,33888.57,30143.06,35477.25,29717.94,27646.21,28066.92,33556.42,26991.06,27163.33,1.226,1.215,1.219,146987.32,78361.52,470019.5,196297.58,276745.89,False,0.34,12.1,4,True,1943771.39,Stable,High,2,False
